Overall
  Valid: 638596, Invalid Length: 4103, Invalid ASN: 2514, Not Found: 585915, VRPS seen: 319456, VRPS unseen: 223370, VRPS too permissive: 49190
SB: Valid: 35, Invalid Length: 0, Invalid ASN: 0, Not Found: 7, VRPS seen: 35, VRPS unseen: 16, VRPS too permissive: 0
SC: Valid: 6161, Invalid Length: 0, Invalid ASN: 47, Not Found: 2085, VRPS seen: 2883, VRPS unseen: 932, VRPS too permissive: 585
SD: Valid: 112, Invalid Length: 0, Invalid ASN: 0, Not Found: 58, VRPS seen: 3, VRPS unseen: 5, VRPS too permissive: 6
SE: Valid: 2279, Invalid Length: 6, Invalid ASN: 1, Not Found: 2919, VRPS seen: 1957, VRPS unseen: 846, VRPS too permissive: 180
SG: Valid: 5305, Invalid Length: 6, Invalid ASN: 22, Not Found: 2228, VRPS seen: 2593, VRPS unseen: 2675, VRPS too permissive: 329
SI: Valid: 656, Invalid Length: 0, Invalid ASN: 0, Not Found: 128, VRPS seen: 613, VRPS unseen: 106, VRPS too permissive: 32
SK: Valid: 492, Invalid Length: 0, Invalid ASN: 0, Not Found: 364, VRPS seen: 402, VRPS unseen: 56, VRPS too permissive: 30
SL: Valid: 0, Invalid Length: 0, Invalid ASN: 0, Not Found: 70, VRPS seen: 0, VRPS unseen: 0, VRPS too permissive: 0
SM: Valid: 102, Invalid Length: 0, Invalid ASN: 0, Not Found: 19, VRPS seen: 36, VRPS unseen: 3, VRPS too permissive: 0
SN: Valid: 0, Invalid Length: 0, Invalid ASN: 0, Not Found: 263, VRPS seen: 0, VRPS unseen: 0, VRPS too permissive: 0
SO: Valid: 18, Invalid Length: 0, Invalid ASN: 0, Not Found: 140, VRPS seen: 12, VRPS unseen: 0, VRPS too permissive: 0
SR: Valid: 346, Invalid Length: 0, Invalid ASN: 0, Not Found: 0, VRPS seen: 8, VRPS unseen: 5, VRPS too permissive: 3
SS: Valid: 32, Invalid Length: 0, Invalid ASN: 0, Not Found: 50, VRPS seen: 18, VRPS unseen: 3, VRPS too permissive: 2
ST: Valid: 0, Invalid Length: 0, Invalid ASN: 0, Not Found: 24, VRPS seen: 0, VRPS unseen: 0, VRPS too permissive: 0
SV: Valid: 994, Invalid Length: 0, Invalid ASN: 3, Not Found: 103, VRPS seen: 143, VRPS unseen: 45, VRPS too permissive: 30
SX: Valid: 47, Invalid Length: 0, Invalid ASN: 0, Not Found: 10, VRPS seen: 7, VRPS unseen: 0, VRPS too permissive: 2
SY: Valid: 179, Invalid Length: 0, Invalid ASN: 0, Not Found: 198, VRPS seen: 177, VRPS unseen: 11, VRPS too permissive: 2
SZ: Valid: 26, Invalid Length: 0, Invalid ASN: 0, Not Found: 39, VRPS seen: 10, VRPS unseen: 3, VRPS too permissive: 2
TC: Valid: 15, Invalid Length: 0, Invalid ASN: 0, Not Found: 10, VRPS seen: 0, VRPS unseen: 0, VRPS too permissive: 2
TD: Valid: 14, Invalid Length: 0, Invalid ASN: 0, Not Found: 56, VRPS seen: 14, VRPS unseen: 3, VRPS too permissive: 0
TG: Valid: 61, Invalid Length: 2, Invalid ASN: 0, Not Found: 42, VRPS seen: 0, VRPS unseen: 1, VRPS too permissive: 6
TH: Valid: 5631, Invalid Length: 40, Invalid ASN: 17, Not Found: 4178, VRPS seen: 2964, VRPS unseen: 1114, VRPS too permissive: 352
TJ: Valid: 48, Invalid Length: 0, Invalid ASN: 0, Not Found: 203, VRPS seen: 42, VRPS unseen: 4, VRPS too permissive: 0
TK: Valid: 4, Invalid Length: 0, Invalid ASN: 0, Not Found: 4, VRPS seen: 0, VRPS unseen: 0, VRPS too permissive: 1
TL: Valid: 54, Invalid Length: 0, Invalid ASN: 0, Not Found: 29, VRPS seen: 11, VRPS unseen: 7, VRPS too permissive: 1
TM: Valid: 19, Invalid Length: 0, Invalid ASN: 0, Not Found: 1, VRPS seen: 19, VRPS unseen: 1, VRPS too permissive: 0
TN: Valid: 0, Invalid Length: 0, Invalid ASN: 0, Not Found: 1572, VRPS seen: 0, VRPS unseen: 0, VRPS too permissive: 0
TO: Valid: 22, Invalid Length: 0, Invalid ASN: 0, Not Found: 0, VRPS seen: 22, VRPS unseen: 15, VRPS too permissive: 0
TR: Valid: 11301, Invalid Length: 2, Invalid ASN: 1, Not Found: 197, VRPS seen: 8325, VRPS unseen: 3177, VRPS too permissive: 451
TT: Valid: 237, Invalid Length: 0, Invalid ASN: 3, Not Found: 204, VRPS seen: 50, VRPS unseen: 6, VRPS too permissive: 29
TV: Valid: 0, Invalid Length: 0, Invalid ASN: 0, Not Found: 7, VRPS seen: 0, VRPS unseen: 0, VRPS too permissive: 0
TW: Valid: 8465, Invalid Length: 1, Invalid ASN: 13, Not Found: 185, VRPS seen: 1342, VRPS unseen: 1392, VRPS too permissive: 1020
TZ: Valid: 269, Invalid Length: 0, Invalid ASN: 0, Not Found: 572, VRPS seen: 83, VRPS unseen: 47, VRPS too permissive: 26
UA: Valid: 6158, Invalid Length: 13, Invalid ASN: 17, Not Found: 3988, VRPS seen: 4886, VRPS unseen: 1210, VRPS too permissive: 346
UG: Valid: 186, Invalid Length: 77, Invalid ASN: 0, Not Found: 405, VRPS seen: 106, VRPS unseen: 14, VRPS too permissive: 9
US: Valid: 93371, Invalid Length: 1343, Invalid ASN: 323, Not Found: 180853, VRPS seen: 56756, VRPS unseen: 69085, VRPS too permissive: 7609
UY: Valid: 807, Invalid Length: 0, Invalid ASN: 0, Not Found: 78, VRPS seen: 31, VRPS unseen: 21, VRPS too permissive: 16
UZ: Valid: 144, Invalid Length: 0, Invalid ASN: 0, Not Found: 231, VRPS seen: 135, VRPS unseen: 43, VRPS too permissive: 6
VA: Valid: 1, Invalid Length: 0, Invalid ASN: 0, Not Found: 2, VRPS seen: 1, VRPS unseen: 0, VRPS too permissive: 0
VC: Valid: 17, Invalid Length: 0, Invalid ASN: 0, Not Found: 1, VRPS seen: 0, VRPS unseen: 1, VRPS too permissive: 8
VE: Valid: 2315, Invalid Length: 3, Invalid ASN: 2, Not Found: 65, VRPS seen: 281, VRPS unseen: 76, VRPS too permissive: 77
VG: Valid: 116, Invalid Length: 0, Invalid ASN: 3, Not Found: 148, VRPS seen: 98, VRPS unseen: 29, VRPS too permissive: 4
VI: Valid: 1, Invalid Length: 0, Invalid ASN: 0, Not Found: 82, VRPS seen: 1, VRPS unseen: 0, VRPS too permissive: 0
VN: Valid: 14575, Invalid Length: 0, Invalid ASN: 6, Not Found: 989, VRPS seen: 840, VRPS unseen: 151, VRPS too permissive: 576
VU: Valid: 61, Invalid Length: 1, Invalid ASN: 0, Not Found: 2, VRPS seen: 46, VRPS unseen: 8, VRPS too permissive: 3
WF: Valid: 0, Invalid Length: 0, Invalid ASN: 0, Not Found: 14, VRPS seen: 0, VRPS unseen: 0, VRPS too permissive: 0
WS: Valid: 50, Invalid Length: 0, Invalid ASN: 0, Not Found: 7, VRPS seen: 49, VRPS unseen: 14, VRPS too permissive: 3
XX: Valid: 126382, Invalid Length: 1134, Invalid ASN: 1107, Not Found: 95659, VRPS seen: 51618, VRPS unseen: 51005, VRPS too permissive: 10585
YE: Valid: 117, Invalid Length: 0, Invalid ASN: 0, Not Found: 31, VRPS seen: 117, VRPS unseen: 0, VRPS too permissive: 0
YT: Valid: 0, Invalid Length: 0, Invalid ASN: 0, Not Found: 4, VRPS seen: 0, VRPS unseen: 0, VRPS too permissive: 0
ZA: Valid: 4919, Invalid Length: 5, Invalid ASN: 16, Not Found: 3811, VRPS seen: 1402, VRPS unseen: 422, VRPS too permissive: 495
ZM: Valid: 125, Invalid Length: 0, Invalid ASN: 1, Not Found: 143, VRPS seen: 69, VRPS unseen: 9, VRPS too permissive: 6
ZW: Valid: 135, Invalid Length: 3, Invalid ASN: 1, Not Found: 178, VRPS seen: 74, VRPS unseen: 22, VRPS too permissive: 4
ZZ: Valid: 0, Invalid Length: 0, Invalid ASN: 0, Not Found: 604, VRPS seen: 0, VRPS unseen: 0, VRPS too permissive: 0

